,type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
2937,white,2.0412203288596382,-1.3862943611198906,0.3,2.0541237336955462,-3.270169119255751,4.204692619390966,196.0,0.99555,3.1,-0.6931471805599453,10.1,5
2938,white,1.9459101490553132,-2.120263536200091,0.29,2.33214389523559,-3.2441936328524905,3.713572066704308,98.0,0.99564,3.19,-0.9675840262617056,9.8,8
2939,white,1.9459101490553132,-2.120263536200091,0.29,2.33214389523559,-3.2441936328524905,3.713572066704308,98.0,0.99564,3.19,-0.9675840262617056,9.8,8
2940,white,1.9600947840472698,-1.2378743560016174,0.34,2.0541237336955462,-3.3242363405260273,3.8918202981106265,128.0,0.99397,3.21,-0.916290731874155,10.7,6
2941,white,1.9740810260220096,-1.2039728043259361,0.3,2.163323025660538,-3.816712825623821,2.6390573296152584,111.0,0.99576,3.11,-0.4942963218147801,10.6,5
2942,white,1.916922612182061,-1.3470736479666092,0.46,2.1162555148025524,-3.2968373663379125,3.8918202981106265,173.0,0.99601,3.17,-0.7550225842780328,9.3,5
2943,white,1.9459101490553132,-2.120263536200091,0.29,2.33214389523559,-3.2441936328524905,3.713572066704308,98.0,0.99564,3.19,-0.9675840262617056,9.8,8
2944,white,1.9600947840472698,-1.2378743560016174,0.34,2.0541237336955462,-3.3242363405260273,3.8918202981106265,128.0,0.99397,3.21,-0.916290731874155,10.7,6
2945,white,1.589235205116581,-1.1086626245216111,0.31,0.1823215567939546,-4.135166556742356,3.6635616461296463,150.0,0.98713,3.33,-0.527632742082372,14.0,8
2946,white,1.62924053973028,-1.2378743560016174,0.28,2.1162555148025524,-3.649658740960655,3.295836866004329,107.0,0.99308,3.36,-0.9942522733438669,11.0,6
2947,white,1.62924053973028,-1.2378743560016174,0.28,2.1162555148025524,-3.649658740960655,3.295836866004329,107.0,0.99308,3.36,-0.9942522733438669,11.0,6
2948,white,1.916922612182061,-1.3470736479666092,0.48,1.824549292051046,-3.0159349808715104,4.007333185232471,182.0,0.99582,3.21,-0.7985076962177716,9.4,6
2949,white,1.791759469228055,-1.2729656758128873,0.52,1.6094379124341003,-2.551046452292545,3.4011973816621555,139.0,0.99494,3.1,-1.0216512475319814,9.0,6
2950,white,1.791759469228055,-1.2729656758128873,0.25,0.5877866649021191,-3.170085660698769,2.0794415416798357,108.0,0.9929,3.08,-0.5978370007556204,9.0,5
2951,white,1.9740810260220096,-1.6094379124341003,0.22,0.47000362924573563,-3.123565645063876,2.833213344056216,101.0,0.99471,3.37,-0.6348782724359695,10.0,5
2952,white,1.8082887711792655,-1.3093333199837622,0.25,0.5877866649021191,-3.1941832122778293,2.1972245773362196,109.0,0.9929,3.08,-0.616186139423817,9.0,5
2953,white,1.791759469228055,-1.2729656758128873,0.25,0.5877866649021191,-3.170085660698769,2.0794415416798357,108.0,0.9929,3.08,-0.5978370007556204,9.0,5
2954,white,1.8562979903656263,-1.2378743560016174,0.3,1.0647107369924282,-3.3242363405260273,3.2188758248682006,79.0,0.99037,3.29,-0.5108256237659907,12.4,7
2955,white,2.0014800002101243,-1.0498221244986778,0.24,1.791759469228055,-3.170085660698769,3.332204510175204,123.0,0.99304,3.14,-0.8209805520698302,11.3,5
2956,white,2.0918640616783932,-2.120263536200091,0.38,-0.10536051565782628,-3.3813947543659757,3.58351893845611,86.0,0.99026,2.8,-0.5978370007556204,12.0,6
2957,white,1.8562979903656263,-2.120263536200091,0.3,0.09531017980432493,-3.473768074496991,3.6109179126442243,94.0,0.98986,3.01,-0.579818495252942,11.7,6
2958,white,1.9740810260220096,-1.6094379124341003,0.22,0.47000362924573563,-3.123565645063876,2.833213344056216,101.0,0.99471,3.37,-0.6348782724359695,10.0,5
2959,white,1.9878743481543455,-0.916290731874155,0.26,1.6956156086751528,-4.135166556742356,3.258096538021482,90.0,0.98951,2.84,-0.616186139423817,13.2,7
2960,white,2.0412203288596382,-2.2072749131897207,0.34,2.642622395779755,-3.2188758248682006,3.713572066704308,114.0,0.99634,3.07,-0.527632742082372,11.0,7
2961,white,1.9315214116032138,-1.4696759700589417,0.41,2.0794415416798357,-3.506557897319982,3.4011973816621555,114.0,0.99368,3.22,-0.616186139423817,11.0,6
2962,white,1.9315214116032138,-0.9675840262617056,0.38,2.5726122302071057,-2.1892564076870427,2.6390573296152584,94.0,0.99792,3.02,-0.7339691750802004,9.2,5
2963,white,2.0149030205422647,-0.9675840262617056,0.29,1.589235205116581,-3.863232841258714,3.6375861597263857,113.0,0.99026,3.08,-0.7339691750802004,13.0,7
2964,white,1.7578579175523736,-1.6607312068216509,0.24,0.26236426446749106,-3.123565645063876,3.6375861597263857,128.0,0.99362,3.77,-0.5108256237659907,10.6,5
2965,white,1.7047480922384253,-1.0788096613719298,0.26,0.7884573603642703,-3.863232841258714,3.4339872044851463,119.0,0.98919,3.55,-0.7133498878774648,13.0,8
2966,white,1.8870696490323797,-1.4696759700589417,0.3,2.7013612129514133,-2.9759296462578115,3.4965075614664802,118.0,0.99835,3.04,-0.616186139423817,9.0,6
2967,white,1.8870696490323797,-1.4696759700589417,0.3,2.7013612129514133,-2.9759296462578115,3.4965075614664802,118.0,0.99835,3.04,-0.616186139423817,9.0,6
2968,white,2.128231705849268,-1.171182981502945,0.31,-0.05129329438755058,-3.863232841258714,3.9512437185814275,148.0,0.99038,2.93,-1.1394342831883648,11.5,5
2969,white,1.9021075263969205,-1.6094379124341003,0.3,0.3364722366212129,-3.6888794541139363,2.833213344056216,76.0,0.99104,3.11,-0.8209805520698302,11.0,6
2970,white,2.128231705849268,-1.171182981502945,0.31,-0.05129329438755058,-3.863232841258714,3.9512437185814275,148.0,0.99038,2.93,-1.1394342831883648,11.5,5
2971,white,1.9878743481543455,-1.3470736479666092,0.24,0.5306282510621704,-2.995732273553991,2.302585092994046,112.0,0.99286,3.11,-0.843970070294529,9.9,5
2972,white,1.840549633397487,-1.5141277326297755,0.22,1.7227665977411035,-3.2441936328524905,3.4339872044851463,128.0,0.99296,3.12,-0.7765287894989963,10.4,6
2973,white,1.8870696490323797,-1.4696759700589417,0.3,2.7013612129514133,-2.9759296462578115,3.4965075614664802,118.0,0.99835,3.04,-0.616186139423817,9.0,6
2974,white,2.0149030205422647,-1.6607312068216509,0.4,1.9600947840472698,-2.8824035882469876,3.912023005428146,110.0,0.9954,3.06,-0.6539264674066639,9.9,6
2975,white,2.0794415416798357,-1.9661128563728327,0.33,0.1823215567939546,-3.101092789211817,4.2626798770413155,162.0,0.9914,3.07,-0.7550225842780328,11.0,6
2976,white,1.916922612182061,-1.1394342831883648,0.39,2.2617630984737906,-3.649658740960655,3.5263605246161616,124.0,0.99286,3.18,-1.0498221244986778,12.1,6
2977,white,1.8870696490323797,-1.4696759700589417,0.2,2.4336133554004498,-3.123565645063876,3.8066624897703196,131.0,0.99604,2.96,-0.6733445532637656,9.7,6
2978,white,1.8870696490323797,-1.4696759700589417,0.2,2.4336133554004498,-3.123565645063876,3.8066624897703196,131.0,0.99604,2.96,-0.6733445532637656,9.7,6
2979,white,1.9021075263969205,-1.0216512475319814,0.26,2.066862759472976,-3.3813947543659757,3.6635616461296463,123.0,0.99119,2.99,-1.2039728043259361,12.2,7
2980,white,1.8082887711792655,-0.9675840262617056,0.42,1.6094379124341003,-4.135166556742356,3.4339872044851463,113.0,0.99007,3.15,-1.171182981502945,12.4,7
2981,white,2.1400661634962708,-1.4696759700589417,0.28,2.4069451083182885,-3.4112477175156566,3.4011973816621555,97.0,0.99507,3.03,-0.941608539858445,10.5,7
2982,white,1.9459101490553132,-1.6094379124341003,0.31,2.0794415416798357,-2.995732273553991,3.367295829986474,213.0,0.99596,3.28,-0.5621189181535413,10.4,6
2983,white,1.791759469228055,-1.3470736479666092,0.32,1.33500106673234,-3.540459448995663,3.871201010907891,180.0,0.99011,3.15,-1.0788096613719298,12.0,6
2984,white,1.9315214116032138,-1.2039728043259361,0.3,2.3561258599220753,-3.2968373663379125,1.3862943611198906,28.0,0.99184,3.07,-1.1394342831883648,12.7,6
2985,white,1.9021075263969205,-1.7147984280919266,0.28,2.322387720290225,-3.2441936328524905,3.367295829986474,115.0,0.99469,3.11,-0.7985076962177716,10.9,7
2986,white,1.9021075263969205,-1.7147984280919266,0.28,2.322387720290225,-3.2441936328524905,3.367295829986474,115.0,0.99469,3.11,-0.7985076962177716,10.9,7
2987,white,1.916922612182061,-1.7147984280919266,0.28,2.2823823856765264,-3.2441936328524905,3.367295829986474,113.0,0.99406,3.11,-0.7985076962177716,10.9,7
2988,white,1.9740810260220096,-1.6607312068216509,0.31,1.840549633397487,-3.3813947543659757,2.833213344056216,103.0,0.99305,3.15,-0.6539264674066639,11.4,7
2989,white,1.824549292051046,-1.8325814637483102,0.32,0.09531017980432493,-3.3242363405260273,4.30406509320417,184.0,0.99096,3.22,-0.8915981192837836,11.0,6
2990,white,1.6094379124341003,-1.3093333199837622,0.32,1.5040773967762742,-3.4420193761824103,4.060443010546419,178.0,0.98956,3.45,-1.171182981502945,12.6,7
2991,white,1.840549633397487,-0.9942522733438669,0.28,1.840549633397487,-3.3813947543659757,3.8066624897703196,152.0,0.9921,3.29,-0.7765287894989963,11.6,7
2992,white,1.8870696490323797,-1.6094379124341003,0.27,2.388762789235098,-3.270169119255751,3.367295829986474,130.0,0.99496,3.11,-0.8209805520698302,10.5,7
2993,white,1.916922612182061,-1.7147984280919266,0.28,2.2823823856765264,-3.2441936328524905,3.367295829986474,113.0,0.99406,3.11,-0.7985076962177716,10.9,7
2994,white,1.916922612182061,-1.7147984280919266,0.28,2.2823823856765264,-3.2441936328524905,3.367295829986474,113.0,0.99406,3.11,-0.7985076962177716,10.9,7
2995,white,1.8870696490323797,-1.2729656758128873,0.34,-0.2231435513142097,-3.2968373663379125,3.7376696182833684,119.0,0.9888,3.03,-0.9942522733438669,12.5,6
2996,white,1.8718021769015913,-1.0498221244986778,0.36,-0.2231435513142097,-3.3813947543659757,3.4657359027997265,111.0,0.98942,3.11,-0.6931471805599453,12.1,8
2997,white,1.9315214116032138,-1.3862943611198906,0.33,0.1823215567939546,-3.3524072174927233,3.5553480614894135,158.0,0.99082,3.02,-0.5447271754416722,11.3,6
2998,white,1.791759469228055,-1.1394342831883648,0.3,0.26236426446749106,-3.6888794541139363,2.8903717578961645,112.0,0.98802,3.07,-0.4462871026284195,13.3,7
2999,white,1.916922612182061,-1.7147984280919266,0.28,2.2823823856765264,-3.2441936328524905,3.367295829986474,113.0,0.99406,3.11,-0.7985076962177716,10.9,7
3000,white,1.9021075263969205,-1.7147984280919266,0.28,2.322387720290225,-3.2441936328524905,3.367295829986474,115.0,0.99469,3.11,-0.7985076962177716,10.9,7
3001,white,1.8870696490323797,-1.6094379124341003,0.27,2.388762789235098,-3.270169119255751,3.367295829986474,130.0,0.99496,3.11,-0.8209805520698302,10.5,7
3002,white,1.840549633397487,-0.9942522733438669,0.28,1.840549633397487,-3.3813947543659757,3.8066624897703196,152.0,0.9921,3.29,-0.7765287894989963,11.6,7
3003,white,1.9740810260220096,-1.6607312068216509,0.31,1.840549633397487,-3.3813947543659757,2.833213344056216,103.0,0.99305,3.15,-0.6539264674066639,11.4,7
3004,white,1.840549633397487,-1.7147984280919266,0.36,0.1823215567939546,-3.3813947543659757,3.258096538021482,111.0,0.99074,3.16,-0.6733445532637656,11.0,6
3005,white,1.9315214116032138,-1.2039728043259361,0.36,-0.10536051565782628,-3.2968373663379125,3.6888794541139363,156.0,0.98968,3.08,-1.0216512475319814,12.1,6
3006,white,1.824549292051046,-1.8325814637483102,0.32,0.09531017980432493,-3.3242363405260273,4.30406509320417,184.0,0.99096,3.22,-0.8915981192837836,11.0,6
3007,white,1.6094379124341003,-1.3093333199837622,0.32,1.5040773967762742,-3.4420193761824103,4.060443010546419,178.0,0.98956,3.45,-1.171182981502945,12.6,7
3008,white,1.6094379124341003,-1.2039728043259361,0.33,1.308332819650179,-3.506557897319982,3.9889840465642745,173.0,0.9887,3.36,-1.2039728043259361,13.0,7
3009,white,1.8718021769015913,-1.6094379124341003,0.5,2.89591193827178,-2.9187712324178627,3.912023005428146,221.0,0.99941,2.94,-0.4462871026284195,8.8,6
3010,white,1.9021075263969205,-1.3862943611198906,0.31,0.30010459245033816,-2.796881414808826,3.417726683613366,218.0,0.99388,3.16,-0.6348782724359695,9.5,5
3011,white,1.8870696490323797,-1.5141277326297755,0.36,1.7047480922384253,-3.540459448995663,3.4011973816621555,105.0,0.99206,3.2,-0.7550225842780328,11.8,6
3012,white,1.916922612182061,-1.3862943611198906,0.37,1.1314021114911006,-3.649658740960655,3.367295829986474,93.0,0.99035,3.14,-0.7985076962177716,12.2,6
3013,white,1.9459101490553132,-2.0402208285265546,0.37,2.553343811341229,-3.170085660698769,3.58351893845611,105.0,0.99581,3.05,-0.5978370007556204,10.7,6
3014,white,1.9459101490553132,-0.7985076962177716,0.34,2.9856819377004897,-3.2188758248682006,2.4849066497880004,67.0,0.9976,3.07,-0.9675840262617056,11.0,6
3015,white,1.9740810260220096,-1.1394342831883648,0.3,2.1102132003465894,-3.912023005428146,2.6390573296152584,104.0,0.99362,2.99,-0.8209805520698302,11.4,6
3016,white,1.9459101490553132,-2.0402208285265546,0.37,2.553343811341229,-3.170085660698769,3.58351893845611,105.0,0.99581,3.05,-0.5978370007556204,10.7,6
3017,white,1.7749523509116738,-1.0788096613719298,0.3,1.33500106673234,-3.3524072174927233,4.04305126783455,135.0,0.99016,3.09,-1.0788096613719298,12.0,6
3018,white,1.916922612182061,-1.5141277326297755,0.31,1.9315214116032138,-3.2968373663379125,3.4965075614664802,121.0,0.99176,3.02,-0.941608539858445,11.9,8
3019,white,1.9740810260220096,-1.1394342831883648,0.3,2.1102132003465894,-3.912023005428146,2.6390573296152584,104.0,0.99362,2.99,-0.8209805520698302,11.4,6
3020,white,2.128231705849268,-1.1394342831883648,0.35,2.4595888418037104,-3.540459448995663,1.0986122886681098,46.0,0.99439,3.02,-1.0788096613719298,11.8,6
3021,white,1.916922612182061,-1.3093333199837622,0.29,1.5260563034950492,-3.079113882493042,1.791759469228055,88.0,0.99458,3.34,-0.7339691750802004,10.6,4
3022,white,2.0794415416798357,-0.3011050927839216,0.21,1.3862943611198906,-2.995732273553991,3.1780538303479458,133.0,0.99418,3.06,-0.9675840262617056,9.7,5
3023,white,1.9459101490553132,-0.7985076962177716,0.34,2.9856819377004897,-3.2188758248682006,2.4849066497880004,67.0,0.9976,3.07,-0.9675840262617056,11.0,6
3024,white,1.9459101490553132,-2.0402208285265546,0.37,2.553343811341229,-3.170085660698769,3.58351893845611,105.0,0.99581,3.05,-0.5978370007556204,10.7,6
3025,white,1.6863989535702288,-1.5141277326297755,0.29,0.1823215567939546,-3.101092789211817,4.23410650459726,152.0,0.99178,3.76,-0.4620354595965587,11.0,7
3026,white,2.128231705849268,-1.5141277326297755,0.3,2.186051276738094,-3.7297014486341915,2.833213344056216,118.0,0.99456,2.99,-1.0788096613719298,10.5,6
3027,white,2.0014800002101243,-1.1394342831883648,0.22,2.4595888418037104,-3.3524072174927233,3.784189633918261,150.0,0.99578,3.1,-0.7985076962177716,10.4,5
3028,white,2.0149030205422647,-1.7147984280919266,0.37,1.824549292051046,-2.995732273553991,3.044522437723423,138.0,0.99546,3.2,-0.5978370007556204,10.5,6
3029,white,1.9600947840472698,-0.7550225842780328,0.29,2.6946271807700692,-3.7297014486341915,3.091042453358316,142.0,0.99518,3.12,-0.7339691750802004,12.0,8
3030,white,1.9600947840472698,-0.7550225842780328,0.29,2.6946271807700692,-3.7297014486341915,3.091042453358316,142.0,0.99518,3.12,-0.7339691750802004,12.0,8
3031,white,1.7578579175523736,-1.6607312068216509,0.25,2.379546134130174,-3.170085660698769,3.4965075614664802,124.0,0.99646,3.22,-0.8915981192837836,9.2,6
3032,white,1.9021075263969205,-1.9661128563728327,0.46,0.47000362924573563,-3.3242363405260273,2.70805020110221,92.0,0.99264,3.37,-0.7133498878774648,10.9,5
3033,white,1.916922612182061,-1.4271163556401458,0.38,2.1162555148025524,-3.101092789211817,3.912023005428146,185.0,0.99578,3.15,-0.6931471805599453,9.5,6
3034,white,1.9315214116032138,-1.3862943611198906,0.47,2.128231705849268,-3.170085660698769,3.58351893845611,156.0,0.99604,3.15,-0.5978370007556204,9.4,6
3035,white,1.791759469228055,-1.4271163556401458,0.33,0.9162907318741551,-3.649658740960655,3.4339872044851463,85.0,0.99014,3.13,-0.6931471805599453,11.3,7
3036,white,1.916922612182061,-1.2378743560016174,0.34,1.252762968495368,-2.9187712324178627,3.258096538021482,189.0,0.99489,3.42,-0.5447271754416722,10.4,5
3037,white,1.840549633397487,-1.1086626245216111,0.42,2.8449093838194073,-3.2968373663379125,4.04305126783455,170.0,0.99884,3.26,-0.5621189181535413,9.4,6
3038,white,1.8718021769015913,-1.4696759700589417,0.45,0.7419373447293773,-3.611918412977808,3.7612001156935624,104.0,0.99054,3.02,-0.6539264674066639,11.3,6
3039,white,1.840549633397487,-1.3093333199837622,0.29,2.501435951739211,-3.123565645063876,4.07753744390572,196.0,0.99782,3.14,-0.916290731874155,8.8,6
3040,white,1.840549633397487,-1.6094379124341003,0.37,2.468099531471619,-3.101092789211817,4.060443010546419,130.0,0.99519,3.2,-1.0498221244986778,10.8,5
3041,white,1.824549292051046,-1.1086626245216111,0.41,2.8213788864092133,-3.2968373663379125,4.060443010546419,173.0,0.99882,3.25,-0.5621189181535413,9.4,6
3042,white,1.840549633397487,-1.1086626245216111,0.42,2.8449093838194073,-3.2968373663379125,4.04305126783455,170.0,0.99884,3.26,-0.5621189181535413,9.4,6
3043,white,1.9740810260220096,-1.5606477482646683,1.0,0.09531017980432493,-1.870802676568508,3.828641396489095,114.0,0.9931,2.95,-0.843970070294529,9.2,6
3044,white,1.791759469228055,-1.3093333199837622,0.3,2.6878474937846906,-3.123565645063876,2.70805020110221,144.0,0.99666,3.12,-0.6348782724359695,10.3,6
3045,white,1.7404661748405046,-2.120263536200091,0.26,1.7047480922384253,-3.3813947543659757,3.044522437723423,99.0,0.99324,3.09,-0.5621189181535413,9.9,6
3046,white,1.9315214116032138,-1.4271163556401458,0.37,1.8082887711792655,-3.611918412977808,3.6375861597263857,112.0,0.99086,3.19,-1.0788096613719298,12.4,6
3047,white,2.0412203288596382,-1.7147984280919266,0.53,0.1823215567939546,-3.1941832122778293,3.7376696182833684,167.0,0.9908,3.11,-0.8209805520698302,11.9,5
3048,white,1.9600947840472698,-1.7719568419318752,0.43,0.26236426446749106,-3.7722610630529876,3.4965075614664802,132.0,0.99067,3.11,-0.579818495252942,11.7,6
3049,white,2.0149030205422647,-1.1086626245216111,0.38,2.163323025660538,-2.071473372030659,3.8918202981106265,199.0,0.99711,2.98,-0.5621189181535413,9.4,5
3050,white,1.824549292051046,-1.3664917338237108,0.24,0.5306282510621704,-3.2441936328524905,4.930870325627393,272.0,0.99452,3.53,-0.6348782724359695,9.6,4
3051,white,2.0149030205422647,-1.1086626245216111,0.38,2.163323025660538,-2.071473372030659,3.8918202981106265,199.0,0.99711,2.98,-0.5621189181535413,9.4,5
3052,white,1.7227665977411035,-1.6094379124341003,0.66,2.322387720290225,-3.146555163288575,4.356708826689592,175.0,0.9945,2.98,-0.843970070294529,10.4,7
3053,white,2.028148247292285,-1.7719568419318752,0.36,1.5040773967762742,-3.170085660698769,3.258096538021482,102.0,0.99427,3.09,-0.7550225842780328,9.5,5
3054,white,1.7578579175523736,-1.8971199848858813,0.31,1.7749523509116738,-3.3242363405260273,1.9459101490553132,73.0,0.99152,3.2,-0.843970070294529,11.9,6
3055,white,1.840549633397487,-1.3862943611198906,0.44,0.5306282510621704,-3.7297014486341915,3.58351893845611,116.0,0.98935,3.18,-0.916290731874155,12.5,6
3056,white,1.9315214116032138,-1.2729656758128873,0.41,0.3364722366212129,-4.135166556742356,1.791759469228055,55.0,0.98876,3.16,-0.916290731874155,13.4,5
3057,white,1.9740810260220096,-1.3093333199837622,0.37,1.6863989535702288,-3.649658740960655,3.295836866004329,114.0,0.99174,3.13,-0.1743533871447778,12.7,5
3058,white,1.824549292051046,-1.3862943611198906,0.38,2.066862759472976,-3.101092789211817,3.9889840465642745,208.0,0.99572,3.17,-0.7765287894989963,9.1,5
3059,white,2.1400661634962708,-1.6607312068216509,0.48,0.09531017980432493,-3.649658740960655,3.1354942159291497,58.0,0.99184,2.9,-0.6931471805599453,10.5,6
3060,white,1.824549292051046,-1.3862943611198906,0.54,1.9459101490553132,-3.079113882493042,4.060443010546419,176.0,0.99454,3.19,-0.35667494393873245,10.4,5
3061,white,1.824549292051046,-1.3862943611198906,0.54,1.9459101490553132,-3.079113882493042,4.060443010546419,176.0,0.99454,3.19,-0.35667494393873245,10.4,5
3062,white,1.916922612182061,-1.2729656758128873,0.43,2.028148247292285,-3.506557897319982,3.4011973816621555,110.0,0.99164,3.08,-0.527632742082372,12.5,8
3063,white,1.824549292051046,-1.3862943611198906,0.54,1.9459101490553132,-3.079113882493042,4.060443010546419,176.0,0.99454,3.19,-0.35667494393873245,10.4,5
3064,white,2.0014800002101243,-1.5606477482646683,0.8,2.509599262378372,-3.270169119255751,4.343805421853684,183.0,0.99778,2.95,-0.7339691750802004,9.0,5
3065,white,1.9459101490553132,-1.8971199848858813,0.38,2.72785282839839,-3.101092789211817,3.9889840465642745,120.0,0.9975,3.18,-0.8675005677047231,9.8,6
3066,white,2.0014800002101243,-1.5606477482646683,0.8,2.509599262378372,-3.270169119255751,4.343805421853684,183.0,0.99778,2.95,-0.7339691750802004,9.0,5
3067,white,1.9878743481543455,-1.2729656758128873,0.42,0.1823215567939546,-3.4112477175156566,3.367295829986474,142.0,0.99205,3.17,-0.843970070294529,10.7,4
3068,white,1.8082887711792655,-1.7147984280919266,0.38,0.8329091229351039,-3.4112477175156566,3.332204510175204,111.0,0.98962,3.16,-0.7133498878774648,12.4,6
3069,white,1.9459101490553132,-0.6348782724359695,0.43,1.8082887711792655,-3.540459448995663,1.791759469228055,76.0,0.99118,3.08,-0.6931471805599453,12.5,8
3070,white,1.916922612182061,-1.2729656758128873,0.43,2.028148247292285,-3.506557897319982,3.4011973816621555,110.0,0.99164,3.08,-0.527632742082372,12.5,8
3071,white,1.8718021769015913,-1.0216512475319814,0.38,2.322387720290225,-3.575550768806933,2.995732273553991,82.0,0.99274,3.1,-0.843970070294529,12.1,7
3072,white,2.0149030205422647,-1.3862943611198906,0.47,1.410986973710262,-3.1941832122778293,4.553876891600541,163.0,0.99184,2.92,-0.527632742082372,11.3,6
3073,white,1.9021075263969205,-1.4271163556401458,0.41,1.0647107369924282,-3.2441936328524905,3.871201010907891,122.0,0.99052,3.25,-0.843970070294529,12.0,5
3074,white,1.8870696490323797,-1.3862943611198906,0.33,2.1400661634962708,-3.170085660698769,3.367295829986474,141.0,0.99546,3.28,-0.5108256237659907,10.4,5
3075,white,1.8562979903656263,-1.8971199848858813,0.4,0.4054651081081644,-3.170085660698769,3.1354942159291497,87.0,0.98972,3.11,-0.7765287894989963,12.2,7
3076,white,1.840549633397487,-1.2729656758128873,0.3,1.1314021114911006,-3.2441936328524905,3.1780538303479458,115.0,0.9942,3.05,-0.843970070294529,8.6,5
3077,white,1.824549292051046,-1.3862943611198906,0.38,2.066862759472976,-3.101092789211817,3.9889840465642745,208.0,0.99572,3.17,-0.7765287894989963,9.1,5
3078,white,1.9600947840472698,-1.2729656758128873,0.35,1.252762968495368,-3.575550768806933,3.5553480614894135,91.0,0.99022,2.96,-1.1086626245216111,12.1,5
3079,white,1.8870696490323797,-1.0498221244986778,0.34,1.589235205116581,-3.4420193761824103,2.1972245773362196,125.0,0.99253,3.32,-0.21072103131565253,12.0,5
3080,white,2.1400661634962708,-1.6607312068216509,0.48,0.09531017980432493,-3.649658740960655,3.1354942159291497,58.0,0.99184,2.9,-0.6931471805599453,10.5,6
3081,white,1.824549292051046,-1.3862943611198906,0.54,1.9459101490553132,-3.079113882493042,4.060443010546419,176.0,0.99454,3.19,-0.35667494393873245,10.4,5
3082,white,1.791759469228055,-1.0498221244986778,0.51,0.1823215567939546,-3.540459448995663,2.302585092994046,102.0,0.9903,3.46,-0.8675005677047231,11.9,6
3083,white,1.7578579175523736,-1.171182981502945,0.32,1.5040773967762742,-3.7297014486341915,3.332204510175204,94.0,0.98906,3.25,-0.6539264674066639,13.7,7
3084,white,1.8870696490323797,-1.7719568419318752,0.35,0.9555114450274363,-3.506557897319982,3.4965075614664802,78.0,0.99146,3.22,-0.3285040669720361,11.3,6
3085,white,2.1400661634962708,-1.4696759700589417,0.4,2.2925347571405443,-3.3242363405260273,3.1780538303479458,88.0,0.9951,3.02,-0.8675005677047231,10.5,6
3086,white,1.7578579175523736,-1.171182981502945,0.32,1.5040773967762742,-3.7297014486341915,3.332204510175204,94.0,0.98906,3.25,-0.6539264674066639,13.7,7
3087,white,1.8082887711792655,-1.6094379124341003,0.34,2.2512917986064953,-3.1941832122778293,3.6375861597263857,201.0,0.995,3.14,-0.8209805520698302,10.1,3
3088,white,1.840549633397487,-0.9942522733438669,0.37,0.4054651081081644,-3.7297014486341915,2.4849066497880004,76.0,0.98876,2.94,-0.941608539858445,12.3,6
3089,white,1.824549292051046,-1.0216512475319814,0.38,1.1631508098056809,-3.473768074496991,2.995732273553991,89.0,0.98956,3.06,-1.1086626245216111,12.0,7
3090,white,1.8870696490323797,-1.7719568419318752,0.35,0.9555114450274363,-3.506557897319982,3.4965075614664802,78.0,0.99146,3.22,-0.3285040669720361,11.3,6
3091,white,1.840549633397487,-1.2729656758128873,0.47,2.4159137783010487,-3.2188758248682006,4.110873864173311,183.0,0.99592,3.12,-0.6733445532637656,9.5,6
3092,white,2.028148247292285,-1.3093333199837622,0.52,1.1631508098056809,-3.146555163288575,3.332204510175204,152.0,0.99129,3.02,-0.6348782724359695,11.4,6
3093,white,1.9459101490553132,-1.3862943611198906,0.45,0.8329091229351039,-3.101092789211817,3.6888794541139363,118.0,0.99064,3.16,-0.7339691750802004,11.9,7
3094,white,2.272125885509337,-1.4271163556401458,0.49,1.589235205116581,-3.4420193761824103,1.0986122886681098,18.0,0.99368,2.85,-0.616186139423817,10.0,6
3095,white,2.272125885509337,-1.4271163556401458,0.49,1.589235205116581,-3.4420193761824103,1.0986122886681098,18.0,0.99368,2.85,-0.616186139423817,10.0,6
3096,white,1.916922612182061,-2.0402208285265546,0.39,0.3364722366212129,-3.3813947543659757,2.9444389791664403,102.0,0.99121,3.23,-0.5108256237659907,11.3,7
3097,white,1.8870696490323797,-0.2484613592984996,0.5,0.4054651081081644,-3.101092789211817,3.4011973816621555,133.0,0.99104,3.25,-0.7339691750802004,11.7,5
3098,white,1.62924053973028,-1.1086626245216111,0.27,1.9021075263969205,-3.816712825623821,3.784189633918261,129.0,0.99221,3.36,-0.941608539858445,11.0,7
3099,white,1.9021075263969205,-1.0788096613719298,0.4,0.7419373447293773,-3.4112477175156566,3.5263605246161616,111.0,0.98924,2.97,-0.7339691750802004,12.2,7
3100,white,1.9021075263969205,-1.9661128563728327,0.51,1.4586150226995167,-3.575550768806933,4.04305126783455,124.0,0.99176,2.91,-0.616186139423817,10.7,7
3101,white,1.9459101490553132,-1.3470736479666092,0.34,2.388762789235098,-3.270169119255751,3.2188758248682006,84.0,0.99432,3.11,-1.0788096613719298,10.9,6
3102,white,1.8718021769015913,-1.2378743560016174,0.26,1.9459101490553132,-3.2188758248682006,2.8903717578961645,113.0,0.99366,3.17,-0.9675840262617056,10.2,6
3103,white,1.9459101490553132,-1.3862943611198906,0.45,0.8329091229351039,-3.101092789211817,3.6888794541139363,118.0,0.99064,3.16,-0.7339691750802004,11.9,7
